workerid,questionType,trial_type,featureType,animalID,question,feature,animal,response
23,specific,multi_slider,core,1,industrious,small,ant,1
23,specific,multi_slider,core,1,industrious,industrious,ant,0.85
23,specific,multi_slider,expanded,1,industrious,funny,ant,0.5
24,specific,multi_slider,expanded,2,majestic,slow,whale,0.83
24,specific,multi_slider,expanded,2,majestic,proud,whale,0.25
24,specific,multi_slider,expanded,2,majestic,loyal,whale,0.49
24,specific,multi_slider,expanded,2,majestic,hard,whale,0.07
24,specific,multi_slider,expanded,2,majestic,friendly,whale,0.49
24,specific,multi_slider,core,2,majestic,majestic,whale,0.06
24,specific,multi_slider,core,2,majestic,big,whale,1
24,specific,multi_slider,expanded,2,majestic,strong,whale,0.49
24,specific,multi_slider,expanded,2,majestic,lazy,whale,0.49
24,specific,multi_slider,expanded,2,majestic,playful,whale,0.48
24,specific,multi_slider,expanded,2,majestic,fierce,whale,0.19
24,specific,multi_slider,expanded,2,majestic,cute,whale,0.13
24,specific,multi_slider,expanded,2,majestic,fast,whale,0.14
24,general,multi_slider,expanded,5,general,lazy,panda,0.67
24,general,multi_slider,expanded,5,general,loyal,panda,0.49
24,general,multi_slider,expanded,5,general,hard,panda,0.23
24,general,multi_slider,expanded,5,general,majestic,panda,0.22
24,general,multi_slider,core,5,general,big,panda,0.66
24,general,multi_slider,expanded,5,general,playful,panda,0.78
24,general,multi_slider,core,5,general,cute,panda,0.53
24,general,multi_slider,expanded,5,general,friendly,panda,0.8
24,specific,multi_slider,expanded,12,cute,friendly,rabbit,0.69
24,specific,multi_slider,core,12,cute,fast,rabbit,0.45
24,specific,multi_slider,core,12,cute,cute,rabbit,0.86
24,specific,multi_slider,expanded,12,cute,lazy,rabbit,0.22
24,specific,multi_slider,expanded,12,cute,agile,rabbit,0.49
24,specific,multi_slider,expanded,12,cute,sleek,rabbit,0.28
24,specific,multi_slider,expanded,12,cute,playful,rabbit,0.56
24,specific,multi_slider,expanded,12,cute,loyal,rabbit,0.45
24,general,multi_slider,expanded,11,general,striped,lion,0
24,general,multi_slider,core,11,general,strong,lion,0.77
24,general,multi_slider,expanded,11,general,majestic,lion,0.48
24,general,multi_slider,expanded,11,general,fast,lion,0.48
24,general,multi_slider,expanded,11,general,hard,lion,0.59
24,general,multi_slider,core,11,general,fierce,lion,0.82
24,general,multi_slider,expanded,11,general,proud,lion,0.82
24,general,multi_slider,expanded,11,general,hairy,lion,0.49
24,general,multi_slider,expanded,11,general,big,lion,0.72
24,general,multi_slider,core,9,general,fast,cheetah,1
24,general,multi_slider,expanded,9,general,small,cheetah,0.51
24,general,multi_slider,expanded,9,general,loyal,cheetah,0.5
24,general,multi_slider,expanded,9,general,industrious,cheetah,0.62
24,general,multi_slider,expanded,9,general,cute,cheetah,0.47
24,general,multi_slider,expanded,9,general,friendly,cheetah,0.32
24,general,multi_slider,expanded,9,general,quiet,cheetah,0.5
24,general,multi_slider,expanded,9,general,smart,cheetah,0.5
24,general,multi_slider,expanded,9,general,dumb,cheetah,0.5
24,general,multi_slider,expanded,9,general,funny,cheetah,0.41
24,general,multi_slider,core,9,general,agile,cheetah,0.97
24,general,multi_slider,expanded,9,general,playful,cheetah,0.51
24,general,multi_slider,expanded,9,general,sleek,cheetah,0.5
24,general,multi_slider,expanded,9,general,lazy,cheetah,0.08
24,specific,multi_slider,expanded,7,cute,friendly,penguin,0.78
24,specific,multi_slider,expanded,7,cute,playful,penguin,0.65
24,specific,multi_slider,expanded,7,cute,loud,penguin,0.11
24,specific,multi_slider,core,7,cute,cute,penguin,0.69
24,specific,multi_slider,core,7,cute,funny,penguin,0.74
24,specific,multi_slider,expanded,7,cute,smart,penguin,0.71
24,specific,multi_slider,expanded,7,cute,loyal,penguin,0.47
24,specific,multi_slider,expanded,7,cute,lazy,penguin,0.47
25,general,multi_slider,expanded,3,general,agile,bird,0.17
25,general,multi_slider,expanded,3,general,sleek,bird,0.09
25,general,multi_slider,core,3,general,fast,bird,0.29
25,general,multi_slider,expanded,3,general,quiet,bird,0.11
25,general,multi_slider,core,3,general,small,bird,0.03
25,general,multi_slider,expanded,3,general,industrious,bird,0.77
25,general,multi_slider,expanded,11,general,majestic,lion,0.57
25,general,multi_slider,expanded,11,general,proud,lion,0.77
25,general,multi_slider,expanded,11,general,hairy,lion,0.39
25,general,multi_slider,core,11,general,fierce,lion,0.07
25,general,multi_slider,core,11,general,strong,lion,0.06
25,general,multi_slider,expanded,11,general,big,lion,0.04
25,general,multi_slider,expanded,11,general,hard,lion,0.11
25,general,multi_slider,expanded,11,general,striped,lion,0.03
25,general,multi_slider,expanded,11,general,fast,lion,0.28
25,specific,multi_slider,expanded,5,cute,lazy,panda,0.45
25,specific,multi_slider,core,5,cute,big,panda,0.04
25,specific,multi_slider,expanded,5,cute,loyal,panda,0.42
25,specific,multi_slider,expanded,5,cute,hard,panda,0.13
25,specific,multi_slider,core,5,cute,cute,panda,0.92
25,specific,multi_slider,expanded,5,cute,majestic,panda,0.57
25,specific,multi_slider,expanded,5,cute,playful,panda,0.5
25,specific,multi_slider,expanded,5,cute,friendly,panda,0.52
25,general,multi_slider,expanded,7,general,loud,penguin,0.29
25,general,multi_slider,expanded,7,general,lazy,penguin,0.75
25,general,multi_slider,core,7,general,funny,penguin,0.66
25,general,multi_slider,core,7,general,cute,penguin,0.93
25,general,multi_slider,expanded,7,general,smart,penguin,0.92
25,general,multi_slider,expanded,7,general,loyal,penguin,0.76
25,general,multi_slider,expanded,7,general,playful,penguin,0.48
25,general,multi_slider,expanded,7,general,friendly,penguin,0.53
25,general,multi_slider,expanded,6,general,industrious,monkey,0.82
25,general,multi_slider,expanded,6,general,lazy,monkey,0.06
25,general,multi_slider,expanded,6,general,sleek,monkey,0.06
25,general,multi_slider,expanded,6,general,friendly,monkey,0.42
25,general,multi_slider,expanded,6,general,happy,monkey,0.89
25,general,multi_slider,expanded,6,general,loud,monkey,0.08
25,general,multi_slider,core,6,general,funny,monkey,0.45
25,general,multi_slider,expanded,6,general,quiet,monkey,0.22
25,general,multi_slider,expanded,6,general,agile,monkey,0.56
25,general,multi_slider,expanded,6,general,dumb,monkey,0.05
25,general,multi_slider,expanded,6,general,cute,monkey,0.95
25,general,multi_slider,expanded,6,general,fast,monkey,0.38
25,general,multi_slider,expanded,6,general,playful,monkey,0.39
25,general,multi_slider,expanded,6,general,small,monkey,0.05
25,general,multi_slider,expanded,6,general,busy,monkey,0.9
25,general,multi_slider,core,6,general,smart,monkey,0.91
25,general,multi_slider,expanded,6,general,loyal,monkey,0.71
25,specific,multi_slider,expanded,1,industrious,sleek,ant,0.04
25,specific,multi_slider,expanded,1,industrious,fast,ant,0.07
25,specific,multi_slider,expanded,1,industrious,smart,ant,0.94
25,specific,multi_slider,expanded,1,industrious,quiet,ant,0.03
25,specific,multi_slider,expanded,1,industrious,agile,ant,0.04
25,specific,multi_slider,core,1,industrious,industrious,ant,0.96
25,specific,multi_slider,expanded,1,industrious,busy,ant,0.92
25,specific,multi_slider,core,1,industrious,small,ant,0.03
25,specific,multi_slider,expanded,1,industrious,funny,ant,0.04
26,general,multi_slider,expanded,1,general,agile,ant,0.63
26,general,multi_slider,core,1,general,industrious,ant,0.75
26,general,multi_slider,expanded,1,general,sleek,ant,0.35
26,general,multi_slider,expanded,1,general,fast,ant,0.5
26,general,multi_slider,core,1,general,small,ant,0.15
26,general,multi_slider,expanded,1,general,smart,ant,0.21
26,general,multi_slider,expanded,1,general,busy,ant,0.72
26,general,multi_slider,expanded,1,general,quiet,ant,0.64
26,general,multi_slider,expanded,1,general,funny,ant,0.87
26,general,multi_slider,expanded,4,general,slow,elephant,0.41
26,general,multi_slider,expanded,4,general,striped,elephant,0.73
26,general,multi_slider,expanded,4,general,lazy,elephant,0.82
26,general,multi_slider,expanded,4,general,friendly,elephant,0.43
26,general,multi_slider,expanded,4,general,majestic,elephant,0.75
26,general,multi_slider,expanded,4,general,loyal,elephant,0.18
26,general,multi_slider,expanded,4,general,playful,elephant,0.15
26,general,multi_slider,expanded,4,general,fast,elephant,0.82
26,general,multi_slider,core,4,general,big,elephant,0.71
26,general,multi_slider,expanded,4,general,hairy,elephant,0.22
26,general,multi_slider,expanded,4,general,strong,elephant,0.04
26,general,multi_slider,expanded,4,general,fierce,elephant,0.74
26,general,multi_slider,expanded,4,general,proud,elephant,0.7
26,general,multi_slider,expanded,4,general,cute,elephant,0.91
26,general,multi_slider,core,4,general,hard,elephant,0.57
26,specific,multi_slider,expanded,7,funny,smart,penguin,0.78
26,specific,multi_slider,core,7,funny,cute,penguin,0.11
26,specific,multi_slider,expanded,7,funny,friendly,penguin,0.36
26,specific,multi_slider,expanded,7,funny,loud,penguin,0.81
26,specific,multi_slider,expanded,7,funny,playful,penguin,0.83
26,specific,multi_slider,expanded,7,funny,loyal,penguin,0.52
26,specific,multi_slider,core,7,funny,funny,penguin,0.8
26,specific,multi_slider,expanded,7,funny,lazy,penguin,0.78
26,general,multi_slider,expanded,10,general,lazy,turtle,0.52
26,general,multi_slider,core,10,general,slow,turtle,0.45
26,general,multi_slider,expanded,10,general,majestic,turtle,0.96
26,general,multi_slider,expanded,10,general,fast,turtle,0.39
26,general,multi_slider,core,10,general,strong,turtle,0.14
26,general,multi_slider,expanded,10,general,hairy,turtle,0.58
26,general,multi_slider,expanded,10,general,hard,turtle,0.25
26,general,multi_slider,expanded,10,general,big,turtle,0.61
26,general,multi_slider,core,5,general,cute,panda,0.26
26,general,multi_slider,expanded,5,general,lazy,panda,0.83
26,general,multi_slider,expanded,5,general,majestic,panda,0.75
26,general,multi_slider,core,5,general,big,panda,0.11
26,general,multi_slider,expanded,5,general,loyal,panda,0.47
26,general,multi_slider,expanded,5,general,playful,panda,0.14
26,general,multi_slider,expanded,5,general,hard,panda,0.75
26,general,multi_slider,expanded,5,general,friendly,panda,0.85
26,specific,multi_slider,expanded,8,long,slithery,giraffe,0.21
26,specific,multi_slider,expanded,8,long,strong,giraffe,0.62
26,specific,multi_slider,core,8,long,tall,giraffe,0.21
26,specific,multi_slider,core,8,long,long,giraffe,0.65
26,specific,multi_slider,expanded,8,long,fast,giraffe,0.78
27,general,multi_slider,expanded,3,general,sleek,bird,0.99
27,general,multi_slider,core,3,general,fast,bird,1
27,general,multi_slider,expanded,3,general,agile,bird,1
27,general,multi_slider,expanded,3,general,industrious,bird,0.5
27,general,multi_slider,core,3,general,small,bird,0.5
27,general,multi_slider,expanded,3,general,quiet,bird,0.13
27,general,multi_slider,expanded,11,general,big,lion,1
27,general,multi_slider,expanded,11,general,hard,lion,1
27,general,multi_slider,expanded,11,general,proud,lion,1
27,general,multi_slider,expanded,11,general,striped,lion,0.72
27,general,multi_slider,expanded,11,general,majestic,lion,0.93
27,general,multi_slider,expanded,11,general,hairy,lion,1
27,general,multi_slider,core,11,general,strong,lion,1
27,general,multi_slider,expanded,11,general,fast,lion,0.87
27,general,multi_slider,core,11,general,fierce,lion,1
27,specific,multi_slider,expanded,5,cute,majestic,panda,0.18
27,specific,multi_slider,core,5,cute,cute,panda,1
27,specific,multi_slider,expanded,5,cute,loyal,panda,0.51
27,specific,multi_slider,expanded,5,cute,friendly,panda,1
27,specific,multi_slider,expanded,5,cute,hard,panda,0
27,specific,multi_slider,expanded,5,cute,lazy,panda,0.51
27,specific,multi_slider,expanded,5,cute,playful,panda,1
27,specific,multi_slider,core,5,cute,big,panda,0.52
27,general,multi_slider,core,12,general,fast,rabbit,1
27,general,multi_slider,core,12,general,cute,rabbit,1
27,general,multi_slider,expanded,12,general,lazy,rabbit,0
27,general,multi_slider,expanded,12,general,loyal,rabbit,0.54
27,general,multi_slider,expanded,12,general,friendly,rabbit,1
27,general,multi_slider,expanded,12,general,sleek,rabbit,0
27,general,multi_slider,expanded,12,general,playful,rabbit,0.59
27,general,multi_slider,expanded,12,general,agile,rabbit,1
27,general,multi_slider,core,1,general,small,ant,1
27,general,multi_slider,expanded,1,general,busy,ant,1
27,general,multi_slider,expanded,1,general,fast,ant,0.56
27,general,multi_slider,core,1,general,industrious,ant,1
27,general,multi_slider,expanded,1,general,agile,ant,0.55
27,general,multi_slider,expanded,1,general,sleek,ant,0.14
27,general,multi_slider,expanded,1,general,funny,ant,0.54
27,general,multi_slider,expanded,1,general,smart,ant,0.52
27,general,multi_slider,expanded,1,general,quiet,ant,0.49
27,general,multi_slider,core,8,general,long,giraffe,1
27,general,multi_slider,expanded,8,general,slithery,giraffe,0.13
27,general,multi_slider,core,8,general,tall,giraffe,1
27,general,multi_slider,expanded,8,general,strong,giraffe,0.49
27,general,multi_slider,expanded,8,general,fast,giraffe,0.48
28,specific,multi_slider,core,1,small,industrious,ant,0.13
28,specific,multi_slider,expanded,1,small,sleek,ant,0.13
28,specific,multi_slider,expanded,1,small,quiet,ant,0.28
28,specific,multi_slider,expanded,1,small,fast,ant,0.41
28,specific,multi_slider,expanded,1,small,busy,ant,0.48
28,specific,multi_slider,core,1,small,small,ant,0.95
28,specific,multi_slider,expanded,1,small,agile,ant,0.53
28,specific,multi_slider,expanded,1,small,funny,ant,0.53
28,specific,multi_slider,expanded,1,small,smart,ant,0.53
28,specific,multi_slider,core,3,fast,fast,bird,0.88
28,specific,multi_slider,expanded,3,fast,quiet,bird,0.5
28,specific,multi_slider,core,3,fast,small,bird,0.48
28,specific,multi_slider,expanded,3,fast,industrious,bird,0.53
28,specific,multi_slider,expanded,3,fast,agile,bird,0.5
28,specific,multi_slider,expanded,3,fast,sleek,bird,0.54
28,general,multi_slider,expanded,9,general,loyal,cheetah,0.33
28,general,multi_slider,core,9,general,agile,cheetah,0.83
28,general,multi_slider,core,9,general,fast,cheetah,0.94
28,general,multi_slider,expanded,9,general,small,cheetah,0.53
28,general,multi_slider,expanded,9,general,quiet,cheetah,0.52
28,general,multi_slider,expanded,9,general,smart,cheetah,0.56
28,general,multi_slider,expanded,9,general,lazy,cheetah,0.56
28,general,multi_slider,expanded,9,general,friendly,cheetah,0.55
28,general,multi_slider,expanded,9,general,funny,cheetah,0.56
28,general,multi_slider,expanded,9,general,sleek,cheetah,0.57
28,general,multi_slider,expanded,9,general,dumb,cheetah,0.56
28,general,multi_slider,expanded,9,general,industrious,cheetah,0.57
28,general,multi_slider,expanded,9,general,playful,cheetah,0.54
28,general,multi_slider,expanded,9,general,cute,cheetah,0.56
28,general,multi_slider,core,12,general,fast,rabbit,0.34
28,general,multi_slider,expanded,12,general,playful,rabbit,0.74
28,general,multi_slider,core,12,general,cute,rabbit,0.83
28,general,multi_slider,expanded,12,general,lazy,rabbit,0.29
28,general,multi_slider,expanded,12,general,sleek,rabbit,0.68
28,general,multi_slider,expanded,12,general,agile,rabbit,0.67
28,general,multi_slider,expanded,12,general,loyal,rabbit,0.54
28,general,multi_slider,expanded,12,general,friendly,rabbit,0.77
28,general,multi_slider,expanded,2,general,strong,whale,0.49
28,general,multi_slider,expanded,2,general,fast,whale,0.24
28,general,multi_slider,expanded,2,general,lazy,whale,0.67
28,general,multi_slider,expanded,2,general,cute,whale,0.21
28,general,multi_slider,expanded,2,general,fierce,whale,0.5
28,general,multi_slider,core,2,general,majestic,whale,0.46
28,general,multi_slider,expanded,2,general,friendly,whale,0.41
28,general,multi_slider,expanded,2,general,loyal,whale,0.45
28,general,multi_slider,expanded,2,general,proud,whale,0.5
28,general,multi_slider,expanded,2,general,hard,whale,0.48
28,general,multi_slider,core,2,general,big,whale,0.93
28,general,multi_slider,expanded,2,general,playful,whale,0.54
28,general,multi_slider,expanded,2,general,slow,whale,0.48
28,specific,multi_slider,core,4,big,hard,elephant,0.52
28,specific,multi_slider,expanded,4,big,majestic,elephant,0.37
28,specific,multi_slider,expanded,4,big,lazy,elephant,0.73
28,specific,multi_slider,expanded,4,big,slow,elephant,0.73
28,specific,multi_slider,expanded,4,big,striped,elephant,0.04
28,specific,multi_slider,expanded,4,big,loyal,elephant,0.48
28,specific,multi_slider,expanded,4,big,proud,elephant,0.47
28,specific,multi_slider,expanded,4,big,cute,elephant,0.26
28,specific,multi_slider,expanded,4,big,hairy,elephant,0.21
28,specific,multi_slider,expanded,4,big,fast,elephant,0.12
28,specific,multi_slider,expanded,4,big,fierce,elephant,0.16
28,specific,multi_slider,expanded,4,big,friendly,elephant,0.53
28,specific,multi_slider,core,4,big,big,elephant,0.93
28,specific,multi_slider,expanded,4,big,playful,elephant,0.57
28,specific,multi_slider,expanded,4,big,strong,elephant,0.49
29,general,multi_slider,expanded,10,general,lazy,turtle,0.84
29,general,multi_slider,expanded,10,general,hard,turtle,0.19
29,general,multi_slider,core,10,general,slow,turtle,0.88
29,general,multi_slider,core,10,general,strong,turtle,0.45
29,general,multi_slider,expanded,10,general,majestic,turtle,0.27
29,general,multi_slider,expanded,10,general,hairy,turtle,0.81
29,general,multi_slider,expanded,10,general,fast,turtle,0.16
29,general,multi_slider,expanded,10,general,big,turtle,0.64
29,general,multi_slider,expanded,6,general,small,monkey,0.63
29,general,multi_slider,expanded,6,general,loyal,monkey,0.45
29,general,multi_slider,core,6,general,smart,monkey,0.24
29,general,multi_slider,expanded,6,general,playful,monkey,0.66
29,general,multi_slider,expanded,6,general,dumb,monkey,0.57
29,general,multi_slider,expanded,6,general,cute,monkey,0.22
29,general,multi_slider,expanded,6,general,loud,monkey,0.81
29,general,multi_slider,expanded,6,general,busy,monkey,0.29
29,general,multi_slider,expanded,6,general,fast,monkey,0.54
29,general,multi_slider,expanded,6,general,friendly,monkey,0.54
29,general,multi_slider,expanded,6,general,agile,monkey,1
29,general,multi_slider,expanded,6,general,quiet,monkey,0.24
29,general,multi_slider,expanded,6,general,happy,monkey,0.78
29,general,multi_slider,expanded,6,general,lazy,monkey,0.35
29,general,multi_slider,core,6,general,funny,monkey,0.35
29,general,multi_slider,expanded,6,general,industrious,monkey,0.35
29,general,multi_slider,expanded,6,general,sleek,monkey,0.81
29,general,multi_slider,expanded,8,general,slithery,giraffe,0.29
29,general,multi_slider,core,8,general,tall,giraffe,1
29,general,multi_slider,core,8,general,long,giraffe,1
29,general,multi_slider,expanded,8,general,fast,giraffe,0.26
29,general,multi_slider,expanded,8,general,strong,giraffe,0.53
29,general,multi_slider,expanded,1,general,quiet,ant,0.8
29,general,multi_slider,expanded,1,general,sleek,ant,0.17
29,general,multi_slider,expanded,1,general,funny,ant,0
29,general,multi_slider,core,1,general,small,ant,0.95
29,general,multi_slider,expanded,1,general,fast,ant,0.32
29,general,multi_slider,expanded,1,general,smart,ant,0.81
29,general,multi_slider,expanded,1,general,busy,ant,0.81
29,general,multi_slider,core,1,general,industrious,ant,0.81
29,general,multi_slider,expanded,1,general,agile,ant,0.57
29,general,multi_slider,expanded,11,general,majestic,lion,0.89
29,general,multi_slider,expanded,11,general,hairy,lion,1
29,general,multi_slider,core,11,general,strong,lion,0.71
29,general,multi_slider,expanded,11,general,striped,lion,0
29,general,multi_slider,expanded,11,general,fast,lion,0.55
29,general,multi_slider,expanded,11,general,hard,lion,0.36
29,general,multi_slider,expanded,11,general,proud,lion,0.53
29,general,multi_slider,core,11,general,fierce,lion,1
29,general,multi_slider,expanded,11,general,big,lion,0.6
29,general,multi_slider,expanded,4,general,proud,elephant,0.51
29,general,multi_slider,expanded,4,general,striped,elephant,0
29,general,multi_slider,expanded,4,general,playful,elephant,0.35
29,general,multi_slider,expanded,4,general,cute,elephant,0.72
29,general,multi_slider,core,4,general,hard,elephant,0.85
29,general,multi_slider,expanded,4,general,friendly,elephant,0.54
29,general,multi_slider,expanded,4,general,strong,elephant,0.92
29,general,multi_slider,expanded,4,general,slow,elephant,0.49
29,general,multi_slider,expanded,4,general,fast,elephant,0.33
29,general,multi_slider,expanded,4,general,hairy,elephant,0.14
29,general,multi_slider,expanded,4,general,majestic,elephant,0.62
29,general,multi_slider,expanded,4,general,loyal,elephant,0.52
29,general,multi_slider,core,4,general,big,elephant,0.96
29,general,multi_slider,expanded,4,general,fierce,elephant,0.7
29,general,multi_slider,expanded,4,general,lazy,elephant,0.2
